====================
Attribute Shard
====================
item_name: Attribute Shard                    |price: 650000.0                           |uuid: 7632d98432c34660b7021f2f27d05137   |attributes_found: [('Lifeline', 'I', 1)]             |
item_name: Aurora Leggings                    |price: 4000000.0                          |uuid: 7ed57a5f70054c1189783257f1dc98ef   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Leggings                    |price: 4000000.0                          |uuid: 34fcd21b1161497888f6a75782e36329   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Ancient Crimson Leggings           |price: 4100000.0                          |uuid: 82fe7cde956c40ee8fe067f020c6f6a1   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Crimson Leggings                   |price: 4375000.0                          |uuid: 9d43889988ba4339a764b553876520c2   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Aurora Leggings                    |price: 4750000.0                          |uuid: 2acd889a5b3c4e8ea0cc28267b5b6a7d   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Leggings                    |price: 4890000.0                          |uuid: c82502bb5f334270ae00c7ab171ad7d4   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 4999500.0                          |uuid: efc3bab941e64648b3026bf90c6c2aac   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Terror Leggings                    |price: 5000000.0                          |uuid: 159d3a84096c4b97bbcc7f2ee486bd2b   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 5000000.0                          |uuid: bb952c9199044bc29309f2931463c069   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 5000000.0                          |uuid: 2bf18802b8e94b50ad12f61e6b2c641c   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Terror Leggings                    |price: 5000000.0                          |uuid: d63d1c00aaf04864a2fff8b356cda6e6   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Leggings                    |price: 5000000.0                          |uuid: 6a666660913e47ee8990da3512c1cf8a   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Crimson Leggings                   |price: 5000000.0                          |uuid: 3cd28e2786064663bcebba7760f18979   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Crimson Leggings                   |price: 5300000.0                          |uuid: 715d67f800894dd5986d4fd4e1b5b7c4   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 5450000.0                          |uuid: 31fdd3e2f7494045925998d9016d1c33   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Leggings                    |price: 5450000.0                          |uuid: 2e8176797fdf4e1c88439e43ae8a0167   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Ancient Crimson Leggings           |price: 5468750.0                          |uuid: 5cb0420b484149f9b57e57b773bd3572   |attributes_found: [('Mana Pool', 'VII', 7)]          |
item_name: Aurora Leggings                    |price: 5500000.0                          |uuid: 0d3fd619db4942a18a0b1f3ab0aa2fed   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Crimson Leggings                   |price: 5500000.0                          |uuid: 24a905686bf94231bee54285837ce32e   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Ancient Crimson Leggings           |price: 5625000.0                          |uuid: 242e98a3a9024dde8978d0e872803b7e   |attributes_found: [('Mana Pool', 'VII', 7)]          |
item_name: Fervor Leggings                    |price: 6000000.0                          |uuid: 229622e0d98c4d1ca6c4f3e73c731690   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 6093750.0                          |uuid: 322756441d2b46b4a16b95c3d3b8b05e   |attributes_found: [('Mana Pool', 'VII', 7)]          |
item_name: Aurora Leggings                    |price: 6375000.0                          |uuid: dc4286a273694109ba34e7cfabafc563   |attributes_found: [('Mana Pool', 'VII', 7)]          |
item_name: Aurora Leggings                    |price: 6562500.0                          |uuid: 25d735bf60a0454e9ca0bd47c3207e48   |attributes_found: [('Mana Pool', 'VII', 7)]          |
item_name: Aurora Leggings                    |price: 6562500.0                          |uuid: 522230c1075b42d49979b62398b317dd   |attributes_found: [('Mana Pool', 'VII', 7)]          |
item_name: Aurora Leggings                    |price: 6718749.984375                     |uuid: a21f9e5a14e64165a345057fb756fd92   |attributes_found: [('Mana Pool', 'VII', 7)]          |
item_name: Terror Leggings                    |price: 6750000.0                          |uuid: fdf34c320d5d45c1bf53223915a48da3   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Hollow Leggings                    |price: 6750000.0                          |uuid: f26f5db18e0d4fd289c66612d0390cc7   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Fervor Leggings                    |price: 7000000.0                          |uuid: 71d29b33e47148528bb6830000dc638e   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 7250000.0                          |uuid: 1be9d877763a4439a35c828cc5b7227c   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Leggings                    |price: 7250000.0                          |uuid: d44192d8b7784c2bbe6114bfc9b3b861   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Leggings                    |price: 7500000.0                          |uuid: e99d5d0f0ba24aa39a2e3b02b5e17bc2   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Leggings                    |price: 7500000.0                          |uuid: 4814de2ec9fd42be9db9234f6261d098   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Leggings                    |price: 8200000.0                          |uuid: 5d114bc71e7b4f279a120e01b6855a69   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Leggings                    |price: 8250000.0                          |uuid: 12e3ede42c9b457b802ec4f9437c492f   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Leggings                    |price: 8300000.0                          |uuid: c9cb5232e4ca4fbea6951c3b0b9cec60   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Terror Leggings                    |price: 8750000.0                          |uuid: 1a20c13912894a93a2acb4598edd30c5   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Aurora Leggings                    |price: 9250000.0                          |uuid: 633f4f3186054c2683486038a72e8909   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Terror Leggings                    |price: 10000000.0                         |uuid: a91f50d978734eb09c89d2dfe6adb629   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 10000000.0                         |uuid: e5d6320ddf474892b3ba303ff01ec074   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 10000000.0                         |uuid: 27ba69f4ebc24c0b8d52ca4b4f8f04bb   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Leggings                    |price: 10100000.0                         |uuid: 1905e2f97a3841d08f09ff640f3229d4   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 11000000.0                         |uuid: 06443fbe3994456f83af90e85741c330   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Terror Leggings                    |price: 12000000.0                         |uuid: 9d27481b2ad2408183450ab0230bb5cf   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Necrotic Aurora Leggings           |price: 12468750.0                         |uuid: 7fde342af5114c10b7637cf234156a03   |attributes_found: [('Mana Pool', 'VI', 6)]           |
item_name: Aurora Leggings                    |price: 15000000.0                         |uuid: fb3cde0e06c24f8eb1120a65ce40338b   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Leggings                    |price: 17390000.0                         |uuid: 265f9a88041541dbb1d27d2b2c816072   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Terror Leggings                    |price: 19000000.0                         |uuid: c37daa71c7624560af4b2a87b15cbf5b   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Leggings                    |price: 20000000.0                         |uuid: b41090d8b15847e4a01d24f4d452f1f9   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 20000000.0                         |uuid: 3b0e78cc6d68422f8ffa769e377a35cc   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Leggings                |price: 26000000.0                         |uuid: 085f3ed8c1e64b218bee85a14e805f12   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Leggings                |price: 27000000.0                         |uuid: 90fe3c275dd44d6db30019f9da87f5ac   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 27000000.0                         |uuid: 1733b39b111f49b9af69448de239587f   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 35624999.875                       |uuid: 611ec5bfcaf1436e85bdf59b3b107cff   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Aurora Leggings                    |price: 35625000.0                         |uuid: c345a1fa2e734d1ebcef83e0504ef5de   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Aurora Leggings                    |price: 36000000.0                         |uuid: cd504369b212487f84d869dedd6a54eb   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 36125000.0                         |uuid: 50a0c1c5059f48ca809b6370ad79adbf   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Submerged Magma Lord Leggings      |price: 45000000.0                         |uuid: 1bc4730a56534830bb9fa5b30a9dbfea   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Festive Magma Lord Leggings        |price: 48000000.0                         |uuid: 9414c9f3b3e5495cb7abdc0e9df194e5   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Terror Leggings                    |price: 50000000.0                         |uuid: df41cfab45e4497d80e9868305097a91   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Magma Lord Leggings                |price: 60000000.0                         |uuid: 1c05ff5b4dfd456d874a138e6a85a9ec   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 70000000.0                         |uuid: db7f23376ca64aa5b8ec8b02df3c7bf3   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Magma Lord Leggings                |price: 80000000.0                         |uuid: 9aec1e1a9eb14c2387389823a3a36c45   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 127000000.0                        |uuid: 312ad9337efa486c9e730c3f79e7ab46   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Leggings                    |price: 127499995.0                        |uuid: 89c21869baf54b1fa22f4ce32c472803   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Magma Lord Leggings                |price: 160000000.0                        |uuid: b842c30ca384400a8e1837af770763f1   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 250000000.0                        |uuid: fe47562a42fe4e0887b8cad6be775541   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Leggings                    |price: 252000000.0                        |uuid: fd761d1bb0d74e729e89ca4652c11229   |attributes_found: [('Mana Pool', 'I', 1)]            |
====================
Boots
====================
item_name: Hollow Boots                       |price: 180000.0                           |uuid: 70892df2c56340acb3d105038ab8dd22   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Hollow Boots                       |price: 190000.0                           |uuid: e2c3038e08d24cd3a5495ba197330589   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Fervor Boots                       |price: 375000.0                           |uuid: 0f6dd95940924ee5907533a64b0645f7   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Hollow Boots                       |price: 443750.0                           |uuid: 889becc515ba4af296219ac3d50d2fc5   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Terror Boots                       |price: 451388.875                         |uuid: 3247293e3725461abc68744b32a8711e   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Terror Boots                       |price: 471875.0                           |uuid: 7a0eb0df29894c75ae6a16d856d7a58e   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Crimson Boots                      |price: 487500.0                           |uuid: 3a1a2fccf7d245e6896af38b43545273   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Crimson Boots                      |price: 499875.0                           |uuid: 38e2d862cdc74c7f9f74d7510a57c1d4   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Terror Boots                       |price: 500000.0                           |uuid: d2538ab23ed642d7aa7898bd33f13e7a   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Terror Boots                       |price: 500000.0                           |uuid: 438ff08881034b5098e8d1f2a5244eea   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Terror Boots                       |price: 500000.0                           |uuid: 922a9729148f479f92dae00045d6e06c   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Boots                       |price: 500000.0                           |uuid: 8f91c364d60245839abc0915d0f5c5b0   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Crimson Boots                      |price: 512500.0                           |uuid: aefea2e17f31452ba9aa670c3c725298   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Aurora Boots                       |price: 512500.0                           |uuid: 697cf27222fd4d7f90c0ed2190e9a09e   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Aurora Boots                       |price: 512500.0                           |uuid: d5629342e6f742fbaf806c16a70903d2   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Fervor Boots                       |price: 525000.0                           |uuid: 063dffbbd4a6440286caff5a42f069cd   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Terror Boots                       |price: 525000.0                           |uuid: 0f6bcadc8b8d4c95a6c67d53ca1ae5fa   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Terror Boots                       |price: 537500.0                           |uuid: ac080df9c6a7485aa0e60172bd8b17cd   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Terror Boots                       |price: 550000.0                           |uuid: ef726a60c4b2468b8df47c9c52c2c830   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Crimson Boots                      |price: 550000.0                           |uuid: a9641563184943eca5f469fd052d9a7a   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Hollow Boots                       |price: 562499.875                         |uuid: f61b960e604f4a6d8f7499e06583a6cc   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Crimson Boots                      |price: 562500.0                           |uuid: 7e7665af50604065a96e57b24d15b2b4   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Aurora Boots                       |price: 562500.0                           |uuid: efd4e67483414cd2b33dd0c049cee811   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Terror Boots                       |price: 562500.0                           |uuid: 15e677d5a6504d68a7758df46fd8665a   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Crimson Boots                      |price: 578062.5                           |uuid: 4b42f432e84a4aa3b6da18f43f2e8153   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Hollow Boots                       |price: 600000.0                           |uuid: c5579e6715184ff4b42ed6efa1ec6322   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Crimson Boots                      |price: 600000.0                           |uuid: 11e6f67f5d1a4365940fe43d8dec81f0   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Terror Boots                       |price: 600000.0                           |uuid: 203aab8750084ec9b30ae97702374e45   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Terror Boots                       |price: 609312.5                           |uuid: 81870ab5286e491ab1bd771739b0b409   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Crimson Boots                      |price: 612500.0                           |uuid: ad46f1abb4cf4659bee862da2a396a73   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Crimson Boots                      |price: 612500.0                           |uuid: 17ff4e666a98493aa8e8b2caab73c540   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Terror Boots                       |price: 624999.75                          |uuid: 145d307679514f66b298c1477e73c212   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Fervor Boots                       |price: 624999.875                         |uuid: 84cf585d33bc4248bb6020cff617c7d3   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Fervor Boots                       |price: 625000.0                           |uuid: d44a9a97f30c46a0bf9cb5263973f31c   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Aurora Boots                       |price: 625000.0                           |uuid: 7645a7198c724fafb85a784145b38914   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Hollow Boots                       |price: 625000.0                           |uuid: 5044f41b77e34139971a8a21626053c3   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Hollow Boots                       |price: 625000.0                           |uuid: 6decc275931e46fe9477bec312013ac5   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Terror Boots                       |price: 625000.0                           |uuid: 2175a62e68f14a989b2ea60ca7de075e   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Terror Boots                       |price: 625000.0                           |uuid: b922ec7b97084bc2bdcfb2d64f4595e0   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Aurora Boots                       |price: 637500.0                           |uuid: bc6dbad1275541d98a408fc585722449   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Aurora Boots                       |price: 666125.0                           |uuid: 4eb6c2ee141f441cbbf1b19ad47dc6f6   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Crimson Boots                      |price: 687500.0                           |uuid: 97f6b201dd5f4259b6153101d5fe3291   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Terror Boots                       |price: 687500.0                           |uuid: 0fac05480f8946a6864bcfaa9dc1b41e   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Aurora Boots                       |price: 700000.0                           |uuid: 9da0dcb0a6574e63950ea331c34417d9   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Crimson Boots                      |price: 722222.0                           |uuid: abdabc665d394a74ad356389e95c7d66   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Crimson Boots                      |price: 724975.0                           |uuid: 4586fe4accff47f3b7a891f7e5190ca9   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Fervor Boots                       |price: 725000.0                           |uuid: fde475054b374a3ab5799071e510d6ec   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Crimson Boots                      |price: 725000.0                           |uuid: 23a539af75924a9382a28d4e8ed2c22d   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Aurora Boots                       |price: 725000.0                           |uuid: e59a02c5e6be4223ad198844d6d1d9c2   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Aurora Boots                       |price: 725000.0                           |uuid: 5ee1d00f3b32424ca640761bdc14c1a6   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Fervor Boots                       |price: 725000.0                           |uuid: a476fdc2601946b6820b0feae2ab13c9   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Terror Boots                       |price: 725000.0                           |uuid: 6daa5e5a2ccb4d5784d1cdefefa0252f   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Fervor Boots                       |price: 745000.0                           |uuid: 0ca6222f17e24d88b4ea5eadfb138fd5   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Hollow Boots                       |price: 747500.0                           |uuid: be356e41a7f34d35a6bb68d0ed18a5ea   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Hollow Boots                       |price: 750000.0                           |uuid: 826c96273d3f40c19b718c84408d8d95   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Hollow Boots                       |price: 750000.0                           |uuid: 783962119e194ab1a7238507d29c76b4   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Hollow Boots                       |price: 750000.0                           |uuid: 70ac2782e2c74eebb14ea41d3d85086d   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Fervor Boots                       |price: 750000.0                           |uuid: 247b9f668da0481f8deb6ace9e72f3ec   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Crimson Boots                      |price: 750000.0                           |uuid: ecc831c7a0cf4c34acf8e40eff8efb94   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Aurora Boots                       |price: 750000.0                           |uuid: b18586dda9ea4612adf7b2b75a25ee6a   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Aurora Boots                       |price: 750000.0                           |uuid: 32097474edca4228a02eaf3cf8e9cfff   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Aurora Boots                       |price: 750000.0                           |uuid: 7d83296b78274c27a99724a46f80df0c   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Fervor Boots                       |price: 800000.0                           |uuid: 66178deb8b4c4c0a8a60bbe919765273   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Crimson Boots                      |price: 800000.0                           |uuid: 5d2d1f8179094285921902d8e79bb282   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Aurora Boots                       |price: 800000.0                           |uuid: 3e7c616c183b4038924a4a7b5d949865   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Fervor Boots                       |price: 802499.75                          |uuid: bf69529075bc4de1bb1983fda39bf0e7   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Fervor Boots                       |price: 812500.0                           |uuid: 7bdb9ee0a01049d0a880fe71bf4827b9   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Crimson Boots                      |price: 825000.0                           |uuid: 631f5717baa04b5181c86b8a4d1e98cc   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Crimson Boots                      |price: 825000.0                           |uuid: f337068a78be4b05a6ed1cca9e2695d3   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Fervor Boots                       |price: 850000.0                           |uuid: 9676c103c8a84664b298592d7c74a91e   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Crimson Boots                      |price: 850000.0                           |uuid: d415006306e94ce7b0fda49dda7c24ec   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Crimson Boots                      |price: 850000.0                           |uuid: ee2ce04792b74a80993b9bde0ca8d545   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Crimson Boots                      |price: 875000.0                           |uuid: ad0392780fbd41c3b79f641a05c7e040   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Fervor Boots                       |price: 900000.0                           |uuid: 528dc01218424f94a7b02e8fa5a9a9ca   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Boots                       |price: 925000.0                           |uuid: 3b07ed58e51e48ee9cf2263e0af9b002   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Terror Boots                       |price: 931250.0                           |uuid: ad2c0b6950e74c24a5ca42ce60be39ac   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Aurora Boots                       |price: 937187.5                           |uuid: cc88aa0e51c5484fa342d48d43a65155   |attributes_found: [('Mana Pool', 'VI', 6)]           |
item_name: Aurora Boots                       |price: 937437.5                           |uuid: dd632c6945264c9c8378c03ecdf4aee5   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Aurora Boots                       |price: 937500.0                           |uuid: 3f00eb5aa7c64893a05ddf1c90b9e942   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Fervor Boots                       |price: 945000.0                           |uuid: d552bbeab7194d7686020b1b9749a3b0   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Crimson Boots                      |price: 950000.0                           |uuid: 99998eb4c69548b290144413e2742783   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Fervor Boots                       |price: 950000.0                           |uuid: b0177557189b4a22a7bdbd906d43f76b   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Crimson Boots                      |price: 972125.0                           |uuid: bbee677f8b4a4cc0a70702c7f29b11f0   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Crimson Boots                      |price: 987500.0                           |uuid: 6348a8df933d4994b45db862be8b267a   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Aurora Boots                       |price: 999375.0                           |uuid: c9f62e78b81244bcb9f2d4c930298f6a   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Aurora Boots                       |price: 999375.0                           |uuid: fe4da2d784724bd4a6048ac376399f56   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Aurora Boots                       |price: 999375.0                           |uuid: bb302734e1324f92a4a0eaa1a153da23   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Hollow Boots                       |price: 1000000.0                          |uuid: a296e4b9e03d44c79460de141bbf27e1   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Boots                       |price: 1000000.0                          |uuid: 026c6c804cec40c49431d7abbee9b3fd   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Crimson Boots                      |price: 1000000.0                          |uuid: 019bb7a164a34fb487fdd1d050e2124e   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Boots                       |price: 1000000.0                          |uuid: 6530fd7eeb3a42449db19d63788a3c24   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Terror Boots                       |price: 1000000.0                          |uuid: 3096a1bcd1754e8f91c0af0a4be2bdbb   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Terror Boots                       |price: 1000000.0                          |uuid: 86ff83256b3a41eba8f62d06690a9861   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Crimson Boots                      |price: 1000000.0                          |uuid: 5f1304e2ef874954ba83b488a04f368f   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Crimson Boots                      |price: 1000000.0                          |uuid: ca953e97af534cb6b4785abb9f4942ed   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Fervor Boots                       |price: 1000000.0                          |uuid: 66919c47c4244b12b106b9746fb4b56a   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Fervor Boots                       |price: 1000000.0                          |uuid: 0d6a1b4d8e964dde9d683563cc01cb84   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Crimson Boots                      |price: 1000000.0                          |uuid: 080f183514ff4e5d93c93024cbc30fb5   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Crimson Boots                      |price: 1000000.0                          |uuid: 9b1483cb7f77444e9bdba29c1a3468b7   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Crimson Boots                      |price: 1062500.0                          |uuid: dbcbc905d1d34e9fba430dcad7b06256   |attributes_found: [('Mana Pool', 'IV', 4)]           |
item_name: Aurora Boots                       |price: 1093750.0                          |uuid: 39b79e135ba34c5996208a9b66f7c368   |attributes_found: [('Mana Pool', 'V', 5)]            |
item_name: Terror Boots                       |price: 1100000.0                          |uuid: c52f1d6d950c40479e24005c25c27752   |attributes_found: [('Mana Pool', 'II', 2)]           |
item_name: Aurora Boots                       |price: 1100000.0                          |uuid: 5fad533fe77f42f6b44ca3375beb90d0   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Boots                       |price: 1100000.0                          |uuid: e466c779eb75432a958a291777b86b06   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Aurora Boots                       |price: 1100000.0                          |uuid: a2e3b0154dc643738d02fb201684efec   |attributes_found: [('Mana Pool', 'I', 1)]            |
item_name: Terror Boots                       |price: 1112500.0                          |uuid: 859fa7d8b90a4fb0955b8e3ee5c6e274   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Fervor Boots                       |price: 1125000.0                          |uuid: c9db55d251744d2896d3262e918b816e   |attributes_found: [('Mana Pool', 'III', 3)]          |
item_name: Terror Boots                       |price: 1125000.0                          |uuid: 4a937df1af59443580cff83e2cb8d6c1   |attributes_found: [('Mana Pool', 'III', 3)]          |
